,--genes,--cells,--strains,--tissue-depth,--output-cell-fraction,--output-cells-random,--input-fraction,--input-signal-depth,--alpha-esm,--esms,--esm-threshold,--delay,--window-size,--function
333,327,64,9,0,1.0,,0.112658,11,0.082126,14,57.8198,0,7,parity
334,393,343,7,0,1.0,,0.575217,11,0.033828,1,17.906796,0,7,parity
335,211,64,11,0,1.0,,0.30507,8,0.065613,6,35.28033,0,7,parity
336,53,2197,13,0,1.0,,0.106346,8,0.091839,17,73.02489,0,7,parity
337,308,2744,8,0,1.0,,0.232018,14,0.006146,6,27.775862,0,7,parity
338,364,64,7,0,1.0,,0.543277,14,0.007163,11,86.341556,0,7,parity
339,470,216,2,0,1.0,,0.53028,11,0.008051,20,63.69413,0,7,parity
340,476,8,6,0,1.0,,0.345516,10,0.088575,9,52.90225,0,7,parity
341,254,64,5,0,1.0,,0.648053,8,0.011035,8,18.663883,0,7,parity
342,17,125,6,0,1.0,,0.505233,1,0.023377,11,48.14779,0,7,parity
343,392,729,17,0,1.0,,0.661636,12,0.008894,4,56.344077,0,7,parity
344,170,2744,18,0,1.0,,0.316963,15,0.217973,10,97.72314,0,7,parity
345,421,125,15,0,1.0,,0.759934,12,0.008036,0,23.174732,0,7,parity
346,322,1,13,0,1.0,,0.58593,15,0.005795,16,47.881677,0,7,parity
347,18,2197,5,0,1.0,,0.724878,10,0.024529,7,45.076702,0,7,parity
348,342,2197,16,0,1.0,,0.464672,3,0.009438,8,92.290996,0,7,parity
349,66,216,9,0,1.0,,0.219227,15,0.030095,2,26.163631,0,7,parity
350,175,512,11,0,1.0,,0.277382,3,0.030487,0,73.341065,0,7,parity
351,240,1331,14,0,1.0,,0.839699,1,0.098204,6,60.963354,0,7,parity
352,338,125,14,0,1.0,,0.918032,14,0.016267,4,44.187285,0,7,parity
353,107,2744,18,0,1.0,,0.260074,7,0.008699,3,46.540305,0,7,parity
354,456,729,18,0,1.0,,0.285749,4,0.066531,13,80.514546,0,7,parity
355,138,1331,1,0,1.0,,0.434615,1,0.008875,10,26.610976,0,7,parity
356,327,1,10,0,1.0,,0.223376,9,0.014499,1,15.730133,0,7,parity
357,363,8,10,0,1.0,,0.724769,14,0.033097,9,20.745557,0,7,parity
358,279,1331,5,0,1.0,,0.602095,11,0.136965,20,63.56695,0,7,parity
359,51,1000,5,0,1.0,,0.19641,13,0.00812,15,71.041137,0,7,parity
360,20,64,9,0,1.0,,0.109726,8,0.011842,12,75.448577,0,7,parity
361,449,64,10,0,1.0,,0.204288,12,0.046524,20,82.75636,0,7,parity
362,253,125,10,0,1.0,,0.22384,7,0.060317,5,12.342952,0,7,parity
363,298,1000,7,0,1.0,,0.864628,11,0.006171,5,69.390417,0,7,parity
364,116,1,20,0,1.0,,0.737277,4,0.028222,10,70.238805,0,7,parity
365,63,3375,4,0,1.0,,0.32654,3,0.014149,7,19.611972,0,7,parity
366,14,512,6,0,1.0,,0.116644,13,0.00751,5,94.969811,0,7,parity
367,481,2197,12,0,1.0,,0.756531,10,0.276812,10,57.841206,0,7,parity
368,359,2197,18,0,1.0,,0.329053,13,0.010275,16,18.372717,0,7,parity
369,56,216,20,0,1.0,,0.141256,14,0.196964,13,70.072844,0,7,parity
370,436,729,16,0,1.0,,0.446776,9,0.018761,3,51.8626,0,7,parity
371,135,216,9,0,1.0,,0.299221,6,0.006966,13,50.812623,0,7,parity
372,365,1331,8,0,1.0,,0.820223,11,0.008961,0,62.554981,0,7,parity
373,346,1,16,0,1.0,,0.725344,6,0.006421,3,27.772122,0,7,parity
374,101,1000,12,0,1.0,,0.464827,11,0.148735,7,21.640413,0,7,parity
375,261,3375,6,0,1.0,,0.199245,3,0.010534,1,48.448674,0,7,parity
376,45,343,3,0,1.0,,0.384758,10,0.014912,12,76.289425,0,7,parity
377,433,125,2,0,1.0,,0.879539,1,0.132837,6,91.03773,0,7,parity
378,12,27,5,0,1.0,,0.875456,11,0.016025,16,55.177887,0,7,parity
379,312,64,20,0,1.0,,0.808378,5,0.007715,13,17.624668,0,7,parity
380,266,1728,17,0,1.0,,0.366732,3,0.50447,6,42.86866,0,7,parity
381,51,27,20,0,1.0,,0.440128,12,0.115597,14,24.766672,0,7,parity
382,54,1728,13,0,1.0,,0.342675,2,0.011322,5,18.903723,0,7,parity
383,35,512,10,0,1.0,,0.572016,11,0.013787,14,31.583542,0,7,parity
384,479,2744,10,0,1.0,,0.534652,5,0.033848,20,96.010032,0,7,parity
385,440,343,16,0,1.0,,0.261748,11,0.012302,16,26.10685,0,7,parity
386,321,27,14,0,1.0,,0.271674,9,0.010074,6,91.466854,0,7,parity
387,122,1331,12,0,1.0,,0.965323,6,0.052505,3,71.487131,0,7,parity
388,244,729,14,0,1.0,,0.844073,6,0.157178,8,85.376783,0,7,parity
389,112,343,9,0,1.0,,0.440914,6,0.019493,12,26.544391,0,7,parity
390,218,125,2,0,1.0,,0.804061,15,0.326919,20,51.999973,0,7,parity
391,170,1728,19,0,1.0,,0.378438,4,0.005681,15,26.575171,0,7,parity
392,454,1331,6,0,1.0,,0.35341,4,0.087426,3,54.35927,0,7,parity
393,142,64,1,0,1.0,,0.495185,11,0.019292,19,43.869291,0,7,parity
394,337,1728,12,0,1.0,,0.851483,3,0.121222,12,28.324053,0,7,parity
395,364,1,18,0,1.0,,0.739806,3,0.020233,8,61.245866,0,7,parity
396,485,729,12,0,1.0,,0.397652,5,0.062774,14,28.411584,0,7,parity
397,483,2744,5,0,1.0,,0.665499,11,0.303182,20,83.931359,0,7,parity
398,470,125,1,0,1.0,,0.597466,2,0.046338,11,88.096186,0,7,parity
399,209,729,2,0,1.0,,0.852025,1,0.00604,5,40.918101,0,7,parity
400,337,27,16,0,1.0,,0.668895,14,0.046736,9,86.445809,0,7,parity
401,238,512,2,0,1.0,,0.42434,10,0.156724,12,93.998419,0,7,parity
402,494,125,16,0,1.0,,0.330887,15,0.349336,1,73.859574,0,7,parity
403,299,216,17,0,1.0,,0.443055,13,0.020761,14,62.241356,0,7,parity
404,53,2197,17,0,1.0,,0.721077,15,0.160604,0,56.618864,0,7,parity
405,88,1331,7,0,1.0,,0.256868,10,0.010218,2,43.162332,0,7,parity
406,461,8,5,0,1.0,,0.995095,9,0.017165,12,82.219873,0,7,parity
407,112,125,11,0,1.0,,0.820674,12,0.020989,1,73.689656,0,7,parity
408,118,8,1,0,1.0,,0.170484,7,0.007734,15,28.819849,0,7,parity
409,268,216,18,0,1.0,,0.942474,14,0.212447,18,44.428682,0,7,parity
410,207,1331,6,0,1.0,,0.589575,12,0.025483,17,14.102891,0,7,parity
411,288,2744,19,0,1.0,,0.523921,6,0.436681,9,53.814759,0,7,parity
412,289,1728,6,0,1.0,,0.17772,1,0.013878,14,57.536499,0,7,parity
413,293,64,2,0,1.0,,0.545732,12,0.006107,0,82.53081,0,7,parity
414,153,8,7,0,1.0,,0.77462,14,0.007231,6,49.70704,0,7,parity
415,463,1331,18,0,1.0,,0.11961,15,0.044054,15,62.290954,0,7,parity
416,273,343,18,0,1.0,,0.227158,15,0.015106,12,57.388492,0,7,parity
417,167,27,16,0,1.0,,0.38395,1,0.059108,9,22.973615,0,7,parity
418,308,27,3,0,1.0,,0.833553,12,0.102125,9,21.839643,0,7,parity
419,429,3375,16,0,1.0,,0.479303,5,0.008067,11,85.950252,0,7,parity
420,53,1331,20,0,1.0,,0.862699,7,0.146359,17,40.580827,0,7,parity
421,36,512,12,0,1.0,,0.127914,9,0.210499,12,91.45321,0,7,parity
422,188,512,4,0,1.0,,0.234714,15,0.018944,3,45.999243,0,7,parity
423,141,1728,11,0,1.0,,0.601668,15,0.332728,4,69.834851,0,7,parity
424,445,343,20,0,1.0,,0.921908,15,0.011763,3,39.25896,0,7,parity
425,242,8,10,0,1.0,,0.79869,2,0.00587,8,70.724257,0,7,parity
426,294,8,12,0,1.0,,0.656622,13,0.248882,12,42.022606,0,7,parity
427,24,64,18,0,1.0,,0.84314,15,0.010417,3,83.183566,0,7,parity
428,500,216,3,0,1.0,,0.612504,9,0.015387,16,54.160813,0,7,parity
429,42,2197,13,0,1.0,,0.672377,12,0.028357,8,44.025653,0,7,parity
430,368,8,9,0,1.0,,0.561283,14,0.018251,0,46.677142,0,7,parity
431,31,512,10,0,1.0,,0.107253,4,0.022081,4,60.711132,0,7,parity
432,133,2197,10,0,1.0,,0.854135,15,0.008613,15,48.472233,0,7,parity
433,474,8,15,0,1.0,,0.6834,9,0.009287,19,30.912048,0,7,parity
434,344,1728,18,0,1.0,,0.483618,5,0.048612,11,46.583794,0,7,parity
435,384,1331,11,0,1.0,,0.90076,15,0.036436,8,69.875502,0,7,parity
436,71,2197,12,0,1.0,,0.129449,2,0.016712,0,61.025115,0,7,parity
437,174,1331,15,0,1.0,,0.101509,11,0.040445,17,14.556816,0,7,parity
438,366,1728,19,0,1.0,,0.354029,14,0.008443,11,40.079398,0,7,parity
439,433,1000,14,0,1.0,,0.962196,1,0.012299,16,41.134717,0,7,parity
440,208,1728,8,0,1.0,,0.278864,8,0.005605,11,46.06781,0,7,parity
441,39,64,3,0,1.0,,0.786836,15,0.005656,19,36.132636,0,7,parity
442,260,729,19,0,1.0,,0.340709,7,0.006441,11,78.222663,0,7,parity
443,391,8,15,0,1.0,,0.424894,15,0.005832,0,77.062534,0,7,parity
444,487,1,5,0,1.0,,0.44093,12,0.314335,13,93.917854,0,7,parity
445,218,125,17,0,1.0,,0.591349,7,0.24837,12,94.449831,0,7,parity
446,298,1,1,0,1.0,,0.668532,14,0.037108,15,29.90619,0,7,parity
447,223,1,3,0,1.0,,0.35166,10,0.152058,13,23.935191,0,7,parity
448,388,2197,19,0,1.0,,0.430763,6,0.008996,18,22.337349,0,7,parity
449,422,1728,4,0,1.0,,0.830074,1,0.058851,18,66.184211,0,7,parity
450,230,64,5,0,1.0,,0.454436,9,0.054649,1,27.833882,0,7,parity
451,347,1000,3,0,1.0,,0.206063,1,0.080161,3,31.602993,0,7,parity
452,67,216,17,0,1.0,,0.1107,14,0.009985,20,30.260447,0,7,parity
453,318,1331,9,0,1.0,,0.814986,15,0.144474,10,90.860853,0,7,parity
454,338,729,19,0,1.0,,0.359343,14,0.021707,14,86.717178,0,7,parity
455,345,27,14,0,1.0,,0.814475,1,0.008678,10,85.634563,0,7,parity
456,415,2197,19,0,1.0,,0.804868,10,0.052806,0,75.536068,0,7,parity
457,175,27,8,0,1.0,,0.796785,10,0.024944,17,80.046463,0,7,parity
458,126,343,5,0,1.0,,0.363082,8,0.094359,20,41.056508,0,7,parity
459,243,1,5,0,1.0,,0.897721,9,0.058294,2,78.756896,0,7,parity
460,409,729,17,0,1.0,,0.762943,14,0.00594,4,50.389786,0,7,parity
461,239,64,20,0,1.0,,0.507192,5,0.027023,13,62.887573,0,7,parity
462,281,3375,17,0,1.0,,0.401513,10,0.007707,8,91.524084,0,7,parity
463,237,27,10,0,1.0,,0.309904,4,0.020889,9,30.759835,0,7,parity
464,233,343,3,0,1.0,,0.187119,10,0.020753,16,31.624285,0,7,parity
465,489,125,5,0,1.0,,0.174124,11,0.14911,0,91.678435,0,7,parity
466,15,125,4,0,1.0,,0.556216,3,0.017904,1,32.882597,0,7,parity
467,405,2197,10,0,1.0,,0.816398,12,0.146682,4,25.546315,0,7,parity
468,89,1331,10,0,1.0,,0.126886,2,0.088352,4,14.572134,0,7,parity
469,75,343,10,0,1.0,,0.230515,3,0.090918,3,53.559347,0,7,parity
470,425,216,17,0,1.0,,0.617066,8,0.223157,16,60.387708,0,7,parity
471,144,64,20,0,1.0,,0.579818,9,0.038406,19,24.349196,0,7,parity
472,294,2197,16,0,1.0,,0.422816,8,0.011558,2,25.599108,0,7,parity
473,91,512,12,0,1.0,,0.175528,4,0.009051,18,34.581019,0,7,parity
474,489,8,17,0,1.0,,0.346224,8,0.020869,5,13.346139,0,7,parity
475,38,3375,5,0,1.0,,0.341543,9,0.048806,6,13.475713,0,7,parity
476,227,512,2,0,1.0,,0.116735,1,0.019324,2,51.150131,0,7,parity
477,172,1331,4,0,1.0,,0.855595,14,0.027109,19,95.242606,0,7,parity
478,56,2744,15,0,1.0,,0.474113,8,0.020957,13,90.429098,0,7,parity
479,398,2197,15,0,1.0,,0.692932,1,0.064553,3,60.451597,0,7,parity
480,127,1331,4,0,1.0,,0.89643,15,0.010202,6,65.296396,0,7,parity
481,395,2197,5,0,1.0,,0.786743,10,0.017959,2,19.67748,0,7,parity
482,444,729,16,0,1.0,,0.937426,14,0.112818,6,36.875945,0,7,parity
483,214,343,13,0,1.0,,0.401291,4,0.022222,8,68.407516,0,7,parity
484,405,1000,18,0,1.0,,0.529214,11,0.042761,18,96.582805,0,7,parity
485,27,729,2,0,1.0,,0.672223,12,0.034781,1,28.299551,0,7,parity
486,192,125,4,0,1.0,,0.718688,5,0.007152,1,66.598403,0,7,parity
487,278,216,8,0,1.0,,0.10446,11,0.009736,5,65.824288,0,7,parity
488,117,1,3,0,1.0,,0.409229,13,0.008634,8,88.892235,0,7,parity
489,332,343,17,0,1.0,,0.261467,12,0.010617,16,38.1791,0,7,parity
490,257,343,13,0,1.0,,0.911234,12,0.040457,18,16.341423,0,7,parity
491,181,343,9,0,1.0,,0.905023,3,0.045811,12,88.432972,0,7,parity
492,97,125,1,0,1.0,,0.471613,11,0.217321,13,85.118194,0,7,parity
493,463,343,20,0,1.0,,0.544789,8,0.019034,0,46.921288,0,7,parity
494,89,1331,7,0,1.0,,0.16349,15,0.0093,10,82.907212,0,7,parity
495,306,125,11,0,1.0,,0.48296,12,0.063991,5,67.787263,0,7,parity
496,101,2197,17,0,1.0,,0.516189,12,0.014778,17,44.457471,0,7,parity
497,400,64,3,0,1.0,,0.437224,11,0.173755,14,36.535324,0,7,parity
498,270,343,9,0,1.0,,0.203619,6,0.006775,5,62.618204,0,7,parity
499,241,2744,13,0,1.0,,0.942345,9,0.143508,3,72.282254,0,7,parity
500,422,1000,14,0,1.0,,0.306364,9,0.017587,19,65.309397,0,7,parity
501,76,1,9,0,1.0,,0.13154,6,0.071939,7,75.697757,0,7,parity
502,17,512,4,0,1.0,,0.931671,13,0.005631,7,86.407627,0,7,parity
503,264,512,10,0,1.0,,0.474505,5,0.027208,16,64.13913,0,7,parity
504,257,64,13,0,1.0,,0.634088,2,0.007151,18,47.203185,0,7,parity
505,367,343,18,0,1.0,,0.53323,9,0.007851,18,47.432014,0,7,parity
506,380,1728,18,0,1.0,,0.3349,10,0.011751,5,28.896162,0,7,parity
507,370,343,4,0,1.0,,0.333676,3,0.01069,2,47.027224,0,7,parity
508,333,125,10,0,1.0,,0.567488,8,0.00743,17,21.981313,0,7,parity
509,353,27,20,0,1.0,,0.409867,7,0.092809,2,47.455704,0,7,parity
510,269,8,6,0,1.0,,0.260511,4,0.125882,16,80.023133,0,7,parity
511,474,512,4,0,1.0,,0.952921,10,0.054675,9,17.170023,0,7,parity
512,274,125,17,0,1.0,,0.171537,14,0.062469,1,87.617532,0,7,parity
513,208,729,5,0,1.0,,0.666986,10,0.213803,0,20.037166,0,7,parity
514,330,27,2,0,1.0,,0.162293,11,0.019733,12,34.851523,0,7,parity
515,134,1,16,0,1.0,,0.665897,5,0.011069,17,25.031608,0,7,parity
516,491,1,5,0,1.0,,0.239039,8,0.073502,7,54.125585,0,7,parity
517,365,2744,9,0,1.0,,0.62417,9,0.013948,11,30.108608,0,7,parity
518,340,3375,7,0,1.0,,0.933798,8,0.252211,5,50.993525,0,7,parity
519,124,64,19,0,1.0,,0.452322,15,0.057091,17,74.895647,0,7,parity
520,87,3375,4,0,1.0,,0.753518,4,0.074637,2,70.116279,0,7,parity
521,173,64,15,0,1.0,,0.975571,11,0.008368,0,33.927358,0,7,parity
522,272,729,4,0,1.0,,0.870435,9,0.012012,12,90.001446,0,7,parity
523,387,1,14,0,1.0,,0.775729,1,0.005799,16,46.034019,0,7,parity
524,436,27,4,0,1.0,,0.563781,12,0.059745,5,68.400407,0,7,parity
525,301,1000,19,0,1.0,,0.431622,3,0.02032,11,63.612846,0,7,parity
526,368,2197,2,0,1.0,,0.470549,9,0.007681,7,32.805107,0,7,parity
527,147,64,19,0,1.0,,0.585458,2,0.107936,7,92.661078,0,7,parity
528,158,27,6,0,1.0,,0.170239,8,0.020505,19,69.026723,0,7,parity
529,230,64,8,0,1.0,,0.677895,9,0.134588,0,47.608851,0,7,parity
530,233,729,12,0,1.0,,0.402938,4,0.011495,7,78.565803,0,7,parity
531,153,729,8,0,1.0,,0.855743,10,0.027473,0,59.105912,0,7,parity
532,28,512,12,0,1.0,,0.740285,12,0.032035,10,47.622388,0,7,parity
533,91,125,11,0,1.0,,0.573371,10,0.018694,17,78.336833,0,7,parity
534,133,1,8,0,1.0,,0.607142,15,0.021319,2,53.54389,0,7,parity
535,179,1331,12,0,1.0,,0.590457,10,0.024122,20,10.831588,0,7,parity
536,478,1331,8,0,1.0,,0.564359,10,0.020613,19,90.443097,0,7,parity
537,368,729,12,0,1.0,,0.252777,1,0.019834,8,84.236142,0,7,parity
538,454,64,9,0,1.0,,0.173988,9,0.300786,15,41.943218,0,7,parity
539,361,27,11,0,1.0,,0.462009,6,0.006841,6,83.528009,0,7,parity
540,94,27,10,0,1.0,,0.67955,6,0.015248,18,95.654588,0,7,parity
541,144,729,8,0,1.0,,0.760588,10,0.018352,17,97.099588,0,7,parity
542,298,125,13,0,1.0,,0.593202,14,0.019614,13,83.477007,0,7,parity
543,189,512,11,0,1.0,,0.548787,5,0.006152,3,94.52185,0,7,parity
544,299,3375,15,0,1.0,,0.977774,8,0.042778,16,40.963743,0,7,parity
545,441,2197,12,0,1.0,,0.549687,7,0.00583,6,14.72762,0,7,parity
546,450,27,12,0,1.0,,0.712972,13,0.006761,9,64.24954,0,7,parity
547,188,3375,16,0,1.0,,0.412883,10,0.059662,14,93.692751,0,7,parity
548,315,8,11,0,1.0,,0.125408,2,0.005921,3,28.770016,0,7,parity
549,50,2744,12,0,1.0,,0.412464,1,0.312309,20,81.487498,0,7,parity
550,477,1331,3,0,1.0,,0.626566,8,0.00853,19,76.706339,0,7,parity
551,235,1331,12,0,1.0,,0.3474,1,0.064438,4,18.427675,0,7,parity
552,499,1728,7,0,1.0,,0.803706,7,0.006303,2,36.938442,0,7,parity
553,187,125,9,0,1.0,,0.87028,12,0.01519,17,42.077421,0,7,parity
554,33,216,19,0,1.0,,0.871215,12,0.006166,14,21.832082,0,7,parity
555,289,512,7,0,1.0,,0.215567,1,0.014137,17,38.098522,0,7,parity
556,207,729,3,0,1.0,,0.384058,10,0.063301,4,36.099508,0,7,parity
557,285,343,5,0,1.0,,0.502515,1,0.006675,9,48.318083,0,7,parity
558,332,512,19,0,1.0,,0.180406,2,0.414698,18,48.412383,0,7,parity
559,358,64,17,0,1.0,,0.154932,2,0.067545,11,19.17592,0,7,parity
560,470,1000,1,0,1.0,,0.778484,1,0.022702,12,30.492653,0,7,parity
561,286,27,6,0,1.0,,0.703367,14,0.006766,1,14.915518,0,7,parity
562,450,1,6,0,1.0,,0.196511,2,0.03212,13,97.935819,0,7,parity
563,83,1,1,0,1.0,,0.930945,2,0.005836,2,35.727415,0,7,parity
564,440,27,4,0,1.0,,0.120176,14,0.575272,12,96.432807,0,7,parity
565,229,343,15,0,1.0,,0.100871,6,0.069006,14,93.993275,0,7,parity
566,129,1728,12,0,1.0,,0.211302,3,0.008034,1,91.133682,0,7,parity
567,396,1728,16,0,1.0,,0.704098,15,0.010621,17,26.164721,0,7,parity
568,348,729,5,0,1.0,,0.169956,8,0.016295,1,19.916585,0,7,parity
569,102,1728,16,0,1.0,,0.98586,5,0.019084,4,41.886131,0,7,parity
570,331,8,19,0,1.0,,0.717801,2,0.07505,7,79.065792,0,7,parity
571,276,216,13,0,1.0,,0.680612,12,0.015911,8,58.635889,0,7,parity
572,287,1,16,0,1.0,,0.403846,13,0.034083,15,96.28419,0,7,parity
573,286,1,6,0,1.0,,0.902571,11,0.008223,18,74.930118,0,7,parity
574,219,27,5,0,1.0,,0.490445,3,0.032965,10,18.040699,0,7,parity
575,246,3375,8,0,1.0,,0.591812,13,0.09065,0,44.228584,0,7,parity
576,235,64,4,0,1.0,,0.162608,11,0.006548,3,59.531866,0,7,parity
577,440,125,19,0,1.0,,0.129724,11,0.007887,12,51.082338,0,7,parity
578,484,2197,14,0,1.0,,0.14615,1,0.011628,0,99.830775,0,7,parity
579,493,2197,13,0,1.0,,0.931875,5,0.015425,12,59.0735,0,7,parity
580,45,729,19,0,1.0,,0.173592,14,0.017611,0,89.741206,0,7,parity
581,200,3375,19,0,1.0,,0.101761,12,0.006038,11,76.83182,0,7,parity
582,349,3375,4,0,1.0,,0.821217,14,0.020807,12,23.96077,0,7,parity
583,260,64,4,0,1.0,,0.388418,14,0.0098,14,60.788978,0,7,parity
584,348,8,11,0,1.0,,0.934984,3,0.038558,10,72.845064,0,7,parity
585,67,2744,2,0,1.0,,0.150428,5,0.008462,4,71.56812,0,7,parity
586,296,1000,14,0,1.0,,0.803912,4,0.005691,16,56.069372,0,7,parity
587,421,216,10,0,1.0,,0.676346,13,0.155753,1,37.690596,0,7,parity
588,496,2744,17,0,1.0,,0.169709,6,0.114991,11,86.482669,0,7,parity
589,57,27,16,0,1.0,,0.975797,5,0.023356,17,40.284035,0,7,parity
590,455,2197,7,0,1.0,,0.275216,13,0.006958,1,45.800914,0,7,parity
591,368,1,11,0,1.0,,0.313964,8,0.034541,0,95.343269,0,7,parity
592,260,729,17,0,1.0,,0.301919,14,0.460897,14,55.910561,0,7,parity
593,228,343,11,0,1.0,,0.771534,15,0.006196,13,78.187643,0,7,parity
594,298,64,6,0,1.0,,0.233852,8,0.107312,9,15.033939,0,7,parity
595,204,2197,13,0,1.0,,0.983673,7,0.079062,15,42.557499,0,7,parity
596,445,125,17,0,1.0,,0.305795,12,0.012802,11,29.458005,0,7,parity
597,490,216,14,0,1.0,,0.693053,3,0.016751,10,86.52209,0,7,parity
598,82,1728,15,0,1.0,,0.418242,11,0.463088,7,75.565613,0,7,parity
599,57,64,8,0,1.0,,0.849167,9,0.019918,15,45.888708,0,7,parity
600,484,1,10,0,1.0,,0.785132,9,0.021511,0,83.845293,0,7,parity
601,391,1,13,0,1.0,,0.563045,9,0.007982,16,15.675829,0,7,parity
602,65,27,7,0,1.0,,0.128087,4,0.006826,19,67.806172,0,7,parity
603,456,3375,19,0,1.0,,0.549619,6,0.023551,9,56.331041,0,7,parity
604,451,1000,10,0,1.0,,0.629445,1,0.259623,13,10.350264,0,7,parity
605,467,1331,9,0,1.0,,0.631247,8,0.010677,5,46.708892,0,7,parity
606,101,2744,14,0,1.0,,0.47717,15,0.011865,12,14.637406,0,7,parity
607,237,1000,10,0,1.0,,0.341562,14,0.285593,2,42.891443,0,7,parity
608,397,125,9,0,1.0,,0.429347,4,0.038921,11,71.082874,0,7,parity
609,476,1728,16,0,1.0,,0.281728,2,0.026426,18,65.924606,0,7,parity
610,159,343,19,0,1.0,,0.385544,3,0.008576,19,44.488321,0,7,parity
611,407,1728,1,0,1.0,,0.113005,5,0.007671,15,72.782579,0,7,parity
612,369,729,13,0,1.0,,0.439347,12,0.013016,12,22.968866,0,7,parity
613,399,125,2,0,1.0,,0.492888,12,0.330447,19,25.166609,0,7,parity
614,216,1331,16,0,1.0,,0.225678,13,0.011159,16,49.947996,0,7,parity
615,458,1,16,0,1.0,,0.676992,12,0.476252,1,82.360145,0,7,parity
616,190,1728,18,0,1.0,,0.498218,9,0.026145,20,43.640646,0,7,parity
617,468,343,1,0,1.0,,0.356684,10,0.017103,4,68.151827,0,7,parity
618,238,216,14,0,1.0,,0.84186,1,0.197381,3,12.003127,0,7,parity
619,486,64,14,0,1.0,,0.234746,11,0.089835,11,30.231696,0,7,parity
620,44,1331,2,0,1.0,,0.77249,6,0.014949,2,99.357397,0,7,parity
621,380,27,5,0,1.0,,0.442177,7,0.01885,5,79.587966,0,7,parity
622,254,512,5,0,1.0,,0.846177,3,0.021075,1,15.449177,0,7,parity
623,340,1728,3,0,1.0,,0.79581,12,0.014367,20,52.603358,0,7,parity
624,35,27,1,0,1.0,,0.202922,5,0.007112,10,88.940643,0,7,parity
625,277,216,5,0,1.0,,0.822467,5,0.064514,9,42.111903,0,7,parity
626,322,343,19,0,1.0,,0.520184,10,0.0064,1,35.704873,0,7,parity
627,264,27,10,0,1.0,,0.447607,13,0.211999,16,25.392496,0,7,parity
628,148,1000,18,0,1.0,,0.436793,5,0.005676,6,89.376158,0,7,parity
629,381,64,18,0,1.0,,0.955045,6,0.026872,1,42.176601,0,7,parity
630,358,8,16,0,1.0,,0.670388,11,0.052004,9,58.749085,0,7,parity
631,257,27,13,0,1.0,,0.872106,13,0.009854,18,21.206326,0,7,parity
632,235,343,10,0,1.0,,0.754975,4,0.023406,5,83.671906,0,7,parity
633,461,2744,3,0,1.0,,0.52707,3,0.032541,10,30.139683,0,7,parity
634,149,1331,2,0,1.0,,0.312939,12,0.053676,14,29.893788,0,7,parity
635,184,64,14,0,1.0,,0.843768,9,0.020967,16,43.150005,0,7,parity
636,366,125,20,0,1.0,,0.557381,13,0.064147,16,17.240617,0,7,parity
637,177,216,3,0,1.0,,0.559899,4,0.006264,19,64.797521,0,7,parity
638,104,1331,12,0,1.0,,0.924358,9,0.006694,14,49.078773,0,7,parity
639,72,27,13,0,1.0,,0.5416,5,0.055275,3,81.248402,0,7,parity
640,487,2197,9,0,1.0,,0.436075,14,0.069837,5,74.938531,0,7,parity
641,321,27,9,0,1.0,,0.781552,12,0.023998,17,97.523189,0,7,parity
642,37,512,6,0,1.0,,0.876787,10,0.023498,18,95.759637,0,7,parity
643,363,8,11,0,1.0,,0.511577,9,0.018385,15,60.293333,0,7,parity
644,324,8,1,0,1.0,,0.119762,10,0.008301,2,88.109722,0,7,parity
645,406,125,11,0,1.0,,0.274818,12,0.329138,18,64.114711,0,7,parity
646,420,343,12,0,1.0,,0.938119,10,0.312188,1,27.081329,0,7,parity
647,365,512,7,0,1.0,,0.320997,13,0.040124,19,74.464238,0,7,parity
648,449,1000,16,0,1.0,,0.163544,7,0.006345,11,53.059694,0,7,parity
649,380,1331,12,0,1.0,,0.451588,12,0.106468,5,42.997588,0,7,parity
650,448,512,16,0,1.0,,0.362753,5,0.015776,10,28.70338,0,7,parity
651,326,729,17,0,1.0,,0.145916,5,0.037618,3,17.652002,0,7,parity
652,455,64,3,0,1.0,,0.932981,2,0.005641,20,92.380014,0,7,parity
653,96,2744,14,0,1.0,,0.291663,15,0.005874,10,73.381177,0,7,parity
654,456,64,9,0,1.0,,0.138987,3,0.010401,12,77.113526,0,7,parity
655,169,216,1,0,1.0,,0.289119,1,0.008868,0,76.531563,0,7,parity
656,317,2197,20,0,1.0,,0.293051,7,0.009186,6,50.603333,0,7,parity
657,232,27,2,0,1.0,,0.86933,8,0.110745,8,85.67864,0,7,parity
658,104,2744,16,0,1.0,,0.412646,15,0.066623,14,66.249438,0,7,parity
659,74,27,14,0,1.0,,0.570302,12,0.099354,2,38.85889,0,7,parity
660,374,729,5,0,1.0,,0.556058,2,0.014588,9,76.491249,0,7,parity
661,156,27,9,0,1.0,,0.774853,10,0.009795,4,75.444662,0,7,parity
662,110,512,12,0,1.0,,0.738946,2,0.008043,1,45.572357,0,7,parity
663,315,1,10,0,1.0,,0.795753,4,0.014341,12,25.1977,0,7,parity
664,266,27,3,0,1.0,,0.780147,6,0.099189,18,31.525948,0,7,parity
665,79,125,11,0,1.0,,0.861404,8,0.007061,7,31.76062,0,7,parity
666,270,64,2,0,1.0,,0.801955,4,0.008146,10,58.622375,0,7,parity
667,75,343,9,0,1.0,,0.23117,5,0.077143,14,39.711617,0,7,parity
668,22,64,20,0,1.0,,0.518304,7,0.327343,2,22.748115,0,7,parity
